,text_id,source_tokens,target_tokens,labels
2172,AbstRCT_neoplasm_16462503,"but there were no statistically significant differences found at baseline and weeks 4, 8, and 27 except for SDS at week 8 (P = 0.018) with less patients reporting significant fatigue in the standard treatment arm.","Most of scores indicated less fatigue (higher score) in the standard treatment group,",Partial-Attack
2173,AbstRCT_neoplasm_16462503,"Most of scores indicated less fatigue (higher score) in the standard treatment group,","Clinically, this structured multidisciplinary intervention had no impact on fatigue,",Partial-Attack
2174,AbstRCT_neoplasm_16462503,"For the entire participant population, fatigue levels initially worsened with radiotherapy, stabilized at week 8, and returned to baseline by week 27.","Clinically, this structured multidisciplinary intervention had no impact on fatigue,",Support
2175,AbstRCT_neoplasm_16462503,"Disease site, chemotherapy use, and radiotherapy dose did not have a significant impact on fatigue levels.","Clinically, this structured multidisciplinary intervention had no impact on fatigue,",Support
2176,AbstRCT_neoplasm_12657097,"complete response rate of PSA (13% compared to 57%, P = 0.028) and rate of downsizing of prostate volume (mean, -17.7% compared to -35.4%, P = 0.038) were significantly lower in the flutamide group than in the LHRH group.",This study suggests that flutamide monotherapy can be an acceptable modality as an option for neoadjuvant hormone therapy.,Support
2177,AbstRCT_neoplasm_12657097,"Serum testosterone level was significantly higher (mean 359.2 compared to 10.5, P < 0.001),",This study suggests that flutamide monotherapy can be an acceptable modality as an option for neoadjuvant hormone therapy.,Support
2178,AbstRCT_neoplasm_12657097,"After neoadjuvant hormone therapy, the scores on the sexual problem domain of EORTC-P (P = 0.033) and sexual desire score of SMUF (P = 0.021) were significantly higher in the flutamide group than in the LHRH group.",This study suggests that flutamide monotherapy can be an acceptable modality as an option for neoadjuvant hormone therapy.,Support
2179,AbstRCT_neoplasm_12657097,"At a median follow-up of 34 months after prostatectomy, biochemical failure-free survival rate in the flutamide group did not differ from that in the LHRH group.",This study suggests that flutamide monotherapy can be an acceptable modality as an option for neoadjuvant hormone therapy.,Support
2180,AbstRCT_neoplasm_24246508,"except for the bodily pain domain, four months after lung cancer surgery.","Supervised compared to unsupervised exercise training resulted in no improvement in health-related quality of life,",Partial-Attack
2181,AbstRCT_neoplasm_24246508,We found no effect of the intervention on 6MWT or lung volumes at any time-point.,No effects of the intervention were found for any outcome after one year.,Support
2182,AbstRCT_neoplasm_24246508,"Supervised compared to unsupervised exercise training resulted in no improvement in health-related quality of life,",No effects of the intervention were found for any outcome after one year.,Support
2183,AbstRCT_neoplasm_24246508,"At 12 months, the tendency was reversed, with the CG presenting overall slightly better measures.","We found a statistically significant effect after four months in the bodily pain domain of SF36, with an estimated mean difference (EMD) of 15.3 (95% CI:4 to 26.6, p=0.01) and a trend in favour of the intervention for role physical functioning (EMD 12.04, 95% CI: -1 to 25.1, p=0.07) and physical component summary (EMD 3.76, 95% CI:-0.1 to 7.6, p=0.06).",Attack
2184,AbstRCT_neoplasm_24246508,"We found a statistically significant effect after four months in the bodily pain domain of SF36, with an estimated mean difference (EMD) of 15.3 (95% CI:4 to 26.6, p=0.01) and a trend in favour of the intervention for role physical functioning (EMD 12.04, 95% CI: -1 to 25.1, p=0.07) and physical component summary (EMD 3.76, 95% CI:-0.1 to 7.6, p=0.06).",No effects of the intervention were found for any outcome after one year.,Attack
2185,AbstRCT_neoplasm_18520802,but the results with respect to progression-free survival and overall survival were comparable and the PPX regimen was more convenient.,"PPX/carboplatin failed to provide superior survival compared with paclitaxel/carboplatin in the first-line treatment of PS 2 patients with NSCLC,",Partial-Attack
2186,AbstRCT_neoplasm_18520802,"Median and 1-year survival rates were 7.9 months and 31%, for PPX versus 8 months and 31% for paclitaxel.","PPX/carboplatin failed to provide superior survival compared with paclitaxel/carboplatin in the first-line treatment of PS 2 patients with NSCLC,",Support
2187,AbstRCT_neoplasm_18520802,"Overall survival was similar between treatment arms (hazard ratio, 0.97; log rank p = 0.769).","PPX/carboplatin failed to provide superior survival compared with paclitaxel/carboplatin in the first-line treatment of PS 2 patients with NSCLC,",Support
2188,AbstRCT_neoplasm_18520802,There was no significant difference in the incidence of hypersensitivity reactions despite the absence of routine premedication in the PPX arm.,"PPX/carboplatin failed to provide superior survival compared with paclitaxel/carboplatin in the first-line treatment of PS 2 patients with NSCLC,",Support
2189,AbstRCT_neoplasm_18520802,"Alopecia, arthralgias/myalgias, and cardiac events were significantly less frequent with PPX/carboplatin, whereas grade > or =3 neutropenia and grade 3 neuropathy showed a trend of worsening.","PPX/carboplatin failed to provide superior survival compared with paclitaxel/carboplatin in the first-line treatment of PS 2 patients with NSCLC,",Support
2190,AbstRCT_neoplasm_18448745,"In this small study, CDB-2914 was well-tolerated without serious adverse events.","Thus, there may be a role for CDB-2914 in the treatment of leiomyomata.",Support
2191,AbstRCT_neoplasm_18448745,No serious adverse events were reported.,"In this small study, CDB-2914 was well-tolerated without serious adverse events.",Support
2192,AbstRCT_neoplasm_18448745,CDB-2914 treatment resulted in improvements in the concern subscale of the Uterine Fibroid Symptom Quality of Life assessment.,"Thus, there may be a role for CDB-2914 in the treatment of leiomyomata.",Support
2193,AbstRCT_neoplasm_18448745,"Compared with PLC, CDB-2914 significantly reduced leiomyoma volume after three cycles, or 90-102 days.","Thus, there may be a role for CDB-2914 in the treatment of leiomyomata.",Support
2194,AbstRCT_neoplasm_23598172,investigator-assessed PFS remained longer in the axitinib group compared with the sorafenib group.,These results establish axitinib as a second-line treatment option for patients with metastatic renal cell carcinoma.,Support
2195,AbstRCT_neoplasm_23598172,but decreased at end-of-treatment.,"Patient-reported outcomes scores were similar in the treatment groups at baseline, were maintained during treatment,",Partial-Attack
2196,AbstRCT_neoplasm_23598172,"Median investigator-assessed PFS was 8.3 months (95% CI 6.7-9.2) with axitinib and 5·7 months (4.7-6.5) with sorafenib (HR 0.656, 95% CI 0.552-0.779; one-sided p<0.0001).",investigator-assessed PFS remained longer in the axitinib group compared with the sorafenib group.,Support
2197,AbstRCT_neoplasm_23598172,"Median overall survival was 20.1 months (95% CI 16.7-23.4) with axitinib and 19.2 months (17.5-22.3) with sorafenib (hazard ratio [HR] 0.969, 95% CI 0.800-1.174; one-sided p=0.3744).","overall survival, a secondary endpoint for the study, did not differ between the two groups,",Support
2198,AbstRCT_neoplasm_23598172,"overall survival, a secondary endpoint for the study, did not differ between the two groups,",These results establish axitinib as a second-line treatment option for patients with metastatic renal cell carcinoma.,Partial-Attack
2199,AbstRCT_neoplasm_23598172,"Patient-reported outcomes scores were similar in the treatment groups at baseline, were maintained during treatment,",These results establish axitinib as a second-line treatment option for patients with metastatic renal cell carcinoma.,Support
